,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1423,35.68.1,False,False,True,1537,750,The American Wing,1935,Chafing dish,Chafing Dish,American,,,,,135,Maker, ,Peter Van Dyck,1684–1750, ,"Van Dyck, Peter",American,1684      ,1750      ,,(not assigned),https://www.wikidata.org/wiki/Q67171835,ca. 1725,1715,1730,Silver,"Overall: 3 13/16 x 10 1/8 in. (9.7 x 25.7 cm); 12 oz. 2 dwt. (376.7 g)
Lip: W. 5 1/16 in. (12.9 cm)
At knops: W. 5 1/2 in. (14 cm)
At feet: W. 4 1/4 in. (10.8 cm)","Dodge Fund, 1935",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1537,https://www.wikidata.org/wiki/Q116372101,,"Metropolitan Museum of Art, New York, NY",,,
1434,2006.90.4,False,False,True,1548,706,The American Wing,2006,Waste bowl,Slop bowl,American,,,,,110,Maker, ,Wood and Hughes,1845–99, ,Wood and Hughes ,American,1845      ,1899      ,,,,1862–63,1862,1863,Silver,5 3/8 x 5 3/16 in. (13.7 x 13.2 cm),"Friends of the American Wing Fund, 2006",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1548,https://www.wikidata.org/wiki/Q116372090,,"Metropolitan Museum of Art, New York, NY",Factories,http://vocab.getty.edu/page/aat/300006232,https://www.wikidata.org/wiki/Q83405
1488,57.130.6,False,False,True,1624,774,The American Wing,1957,Side Chair,Side Chair,American,,,,,110321528,Maker|Maker,Attributed to|or attributed to,John Henry Belter|J. H. Belter & Co.,"American, born Germany 1804-1863 New York|1854–1865", | ,"Belter, John Henry|J. H. Belter & Co.",American| ,1804      |1854      ,1863      |1865      ,|,http://vocab.getty.edu/page/ulan/500001413|,https://www.wikidata.org/wiki/Q46973286|,1850–60,1850,1860,"Rosewood, ash",38 x 19 x 17 3/4 in. (96.5 x 48.3 x 45.1 cm),"Gift of Mrs. Charles Reginald Leonard, in memory of Edgar Welch  Leonard, Robert Jarvis Leonard, and Charles Reginald Leonard, 1957",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1624,https://www.wikidata.org/wiki/Q116372056,,"Metropolitan Museum of Art, New York, NY",Grapes,http://vocab.getty.edu/page/aat/300379338,https://www.wikidata.org/wiki/Q10978
1496,68.202.2,False,False,True,1634,774,The American Wing,1968,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,ca. 1855,1852,1855,"Rosewood, ash",34 x 16 1/2 x 16 1/2 in. (86.4 x 41.9 x 41.9 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1634,https://www.wikidata.org/wiki/Q116372053,,"Metropolitan Museum of Art, New York, NY",,,
1506,1977.257.1,False,False,True,1644,774,The American Wing,1977,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,1790–1800,1790,1800,"Mahogany, maple",35 1/4 x 20 3/4 x 19 1/2 in. (89.5 x 52.7 x 49.5 cm),"Gift of The Wunsch Americana Foundation, Inc., 1977",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1644,https://www.wikidata.org/wiki/Q116372048,,"Metropolitan Museum of Art, New York, NY",,,
1528,1979.182,False,False,True,1667,740,The American Wing,1979,Side Chair,Side Chair,American,,,,,161813136,Designer|Manufacturer,Designed by|Manufactured by,Alexander Jackson Davis|Burns and Trainque,"American, New York 1803–1892 West Orange, New Jersey|active ca. 1842–56", | ,"Davis, Alexander Jackson|Burns and Trainque ",American|American,1803      |1839      ,1892      |1856      ,|,http://vocab.getty.edu/page/ulan/500028389|,https://www.wikidata.org/wiki/Q433770|,ca. 1848,1845,1848,Rosewood,42 x 18 1/2 x 21 1/2 in. (106.7 x 47 x 54.6 cm),"Sansbury-Mills Fund, 1979",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1667,https://www.wikidata.org/wiki/Q116390671,,"Metropolitan Museum of Art, New York, NY",,,
1530,1977.422,False,False,False,1669,,The American Wing,1977,Side Chair,Side Chair,American,,,,,1365136,Maker|Manufacturer,Tapestry upholstery by|Manufactured by,Francis Doonen|Francis William Baumgarten and Company, | , | ,"Doonen, Francis|Francis William Baumgarten and Company",American| ,          |          ,9999      |9999      ,|,|,|,1895,1895,1895,Wood,37 3/4 x 19 3/4 x 20 3/4 in. (95.9 x 50.2 x 52.7 cm),"Gift of Jeffrey S. Childs, 1977",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1669,,,"Metropolitan Museum of Art, New York, NY",,,
1533,1975.277,False,False,True,1672,774,The American Wing,1975,Chair,Chair,American,,,,,110,Maker,Attributed to,Herter Brothers,"German, active New York, 1864–1906", ,Herter Brothers,American,1864      ,1906      ,,http://vocab.getty.edu/page/ulan/500274670,https://www.wikidata.org/wiki/Q1614654,ca. 1880,1877,1880,Rosewood,31 1/2 x 15 3/8 x 19 1/4 in. (80 x 39.1 x 48.9 cm),"Purchase, The Sylmaris Collection, Gift of George Coe Graves, by exchange, 1975",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1672,https://www.wikidata.org/wiki/Q116372032,,"Metropolitan Museum of Art, New York, NY",,,
1536,31.44.1,False,False,True,1675,774,The American Wing,1931,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,1800–1810,1800,1810,"Primary: mahogany.  Secondary: poplar (medial braces, probably original)",32 3/8 x 18 9/16 x 21 in. (82.2 x 47.1 x 53.3 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1931",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1675,https://www.wikidata.org/wiki/Q116372031,,"Metropolitan Museum of Art, New York, NY",,,
1537,36.60.5,False,False,True,1676,774,The American Wing,1936,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,ca. 1805–10,1802,1810,"Primary: mahogany.  Secondary: ash (seat rails, front blocks [probably replaced]); mahogany (medial braces).",33 x 18 3/8 x 20 1/2 in. (83.8 x 46.7 x 52.1 cm),"Gift of Henrietta McCready Bagg and Ida McCready Wilson, in memory of their mother, Ann Carter McCready, 1936",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1676,https://www.wikidata.org/wiki/Q116372030,,"Metropolitan Museum of Art, New York, NY",,,
1538,68.202.1,False,True,True,1679,714,The American Wing,1968,Side Chair,Side Chair,American,,,,,1117932,Maker|Maker,Possibly from the Workshop of| ,Duncan Phyfe|Duncan Phyfe & Sons,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York|1837–1840, active New York", | ,"Phyfe, Duncan|Phyfe & Sons, D.","American, born Scotland|American",1770      |1837      ,1854      |1840      ,|,http://vocab.getty.edu/page/ulan/500082047|,https://www.wikidata.org/wiki/Q3041258|,ca. 1830,1827,1830,"Rosewood, ash, and tulip poplar",32 3/4 x 17 5/16 x 18 3/16 in. (83.2 x 44 x 46.2 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1679,https://www.wikidata.org/wiki/Q116372028,,"Metropolitan Museum of Art, New York, NY",,,
1539,1971.180.28,False,False,True,1680,774,The American Wing,1971,Side Chair,Side Chair,American,,,,,111,Maker,Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,ca. 1825,1822,1825,Mahogany,32 1/8 x 17 5/8 x 18 1/2 in. (81.6 x 44.8 x 47 cm),"Bequest of Flora E. Whiting, 1971",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1680,https://www.wikidata.org/wiki/Q116372027,,"Metropolitan Museum of Art, New York, NY",,,
1540,1972.136,False,False,True,1681,731,The American Wing,1972,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,1810–20,1810,1820,"Mahogany, brass, ash, and tulip poplar",32 1/4 x 21 3/4 x 18 3/8 in. (81.9 x 55.2 x 46.7 cm),"John Stewart Kennedy Fund, by exchange, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1681,https://www.wikidata.org/wiki/Q116372025,,"Metropolitan Museum of Art, New York, NY",Harps,http://vocab.getty.edu/page/aat/300042047,https://www.wikidata.org/wiki/Q47369
1541,1976.197,False,False,True,1682,,The American Wing,1976,Side Chair,Side Chair,American,,,,,111,Maker,Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1805–15,1805,1815,"Mahogany, maple",33 1/4 x 19 1/8 x 16 1/2 in. (84.5 x 48.6 x 41.9 cm),"Gift of L. Emery Katzenbach, 1976",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1682,,,"Metropolitan Museum of Art, New York, NY",,,
1542,1970.35.2,False,True,True,1683,774,The American Wing,1970,Side Chair,Side Chair,American,,,,,16381,Maker,Possibly,Pottier and Stymus Manufacturing Company,active ca. 1858–1918/19, ,Pottier and Stymus Manufacturing Company , ,1858      ,1919      ,,http://vocab.getty.edu/page/ulan/500330539,https://www.wikidata.org/wiki/Q2106610,1870–75,1870,1875,"Rosewood, ash, prickly juniper veneer",28 1/8 x 25 x 21 3/4 in. (71.4 x 63.5 x 55.2 cm),"Funds from various donors, 1970",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1683,https://www.wikidata.org/wiki/Q116372024,,"Metropolitan Museum of Art, New York, NY",,,
1543,1983.68,False,True,True,1684,774,The American Wing,1983,Side Chair,Side Chair,American,,,,,16381,Maker,Attributed to,Pottier and Stymus Manufacturing Company,active ca. 1858–1918/19, ,Pottier and Stymus Manufacturing Company , ,1858      ,1919      ,,http://vocab.getty.edu/page/ulan/500330539,https://www.wikidata.org/wiki/Q2106610,ca. 1875,1872,1875,"Walnut, mahogany, rosewood, cedar",37 1/8 x 18 x 18 in. (94.3 x 45.7 x 45.7 cm),"Purchase, Charlotte Pickman-Gertz Gift, 1983",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1684,https://www.wikidata.org/wiki/Q116372021,,"Metropolitan Museum of Art, New York, NY",,,
1555,69.258.9,False,False,True,1700,774,The American Wing,1969,Side Chair,Side Chair,American,,,,,16497,Maker,Attributed to,Joseph Meeks & Sons,"American, New York, 1829–35", ,"Meeks, Joseph & Sons",American,1829      ,1835      ,,http://vocab.getty.edu/page/ulan/500524443,https://www.wikidata.org/wiki/Q97054971,1859,1859,1859,Rosewood,35 x 19 1/2 x 20 in. (88.9 x 49.5 x 50.8 cm),"Gift of Bradford A. Warner, 1969",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1700,https://www.wikidata.org/wiki/Q116372015,,"Metropolitan Museum of Art, New York, NY",,,
1556,68.97.11,False,False,False,1701,,The American Wing,1968,Side Chair,Side Chair,American,,,,,137,Maker,Attributed to,R. J. Horner and Company, , ,Horner and Company R. J.,American,          ,9999      ,,,,ca. 1885,1882,1885,Maple,33 7/8 x 17 x 15 1/2 in. (86 x 43.2 x 39.4 cm),"Purchase, Anonymous Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1701,,,"Metropolitan Museum of Art, New York, NY",,,
1557,68.97.12,False,False,False,1702,,The American Wing,1968,Side Chair,Side Chair,American,,,,,137,Maker,Attributed to,R. J. Horner and Company, , ,Horner and Company R. J.,American,          ,9999      ,,,,ca. 1885,1882,1885,Maple,33 7/8 x 17 x 15 1/2 in. (86 x 43.2 x 39.4 cm),"Purchase, Anonymous Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1702,,,"Metropolitan Museum of Art, New York, NY",,,
1565,36.60.2,False,False,True,1712,774,The American Wing,1936,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,ca. 1800,1797,1800,"Ash, cherry, white pine",34 1/4 x 19 1/2 x 17 in. (87 x 49.5 x 43.2 cm),"Gift of Henrietta McCready Bagg and Ida McCready Wilson, in memory of their mother, Ann Carter McCready, 1936",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1712,https://www.wikidata.org/wiki/Q116372011,,"Metropolitan Museum of Art, New York, NY",,,
1566,36.60.3,False,False,True,1713,774,The American Wing,1936,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,ca. 1800,1797,1800,"Ash, cherry, white pine",34 1/4 x 19 1/2 x 17 in. (87 x 49.5 x 43.2 cm),"Gift of Henrietta McCready Bagg and Ida McCready Wilson, in memory of their mother, Ann Carter McCready, 1936",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1713,https://www.wikidata.org/wiki/Q116372000,,"Metropolitan Museum of Art, New York, NY",,,
1585,52.195.12,False,False,True,1733,774,The American Wing,1952,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,1795–1805,1795,1805,"Mahogany, ash, tulip poplar, oak, cherry",38 3/4 x 21 1/2 x 17 3/4 in. (98.4 x 54.6 x 45.1 cm),"Gift of Mrs. Screven Lorillard, 1952",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1733,https://www.wikidata.org/wiki/Q116371988,,"Metropolitan Museum of Art, New York, NY",,,
1586,52.195.13,False,False,True,1734,,The American Wing,1952,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,1795–1805,1795,1805,"Mahogany, ash, tulip poplar, oak",38 3/4 x 21 1/2 x 17 3/4 in. (98.4 x 54.6 x 45.1 cm),"Gift of Mrs. Screven Lorillard, 1952",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1734,,,"Metropolitan Museum of Art, New York, NY",,,
1587,57.130.4,False,False,True,1735,739,The American Wing,1957,Side Chair,Side Chair,American,,,,,215281110,Maker|Maker,or attributed to|Attributed to,J. H. Belter & Co.|John Henry Belter,"1854–1865|American, born Germany 1804-1863 New York", | ,"J. H. Belter & Co.|Belter, John Henry", |American,1854      |1804      ,1865      |1863      ,|,|http://vocab.getty.edu/page/ulan/500001413,|https://www.wikidata.org/wiki/Q46973286,1850–60,1850,1860,Rosewood,39 1/2 x 19 x 18 1/2 in. (100.3 x 48.3 x 47 cm),"Gift of Mrs. Charles Reginald Leonard, in memory of Edgar Welch  Leonard, Robert Jarvis Leonard, and Charles Reginald Leonard, 1957",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1735,https://www.wikidata.org/wiki/Q116371987,,"Metropolitan Museum of Art, New York, NY",,,
1588,57.130.5,False,False,True,1736,739,The American Wing,1957,Side Chair,Side Chair,American,,,,,110321528,Maker|Maker,Attributed to|or attributed to,John Henry Belter|J. H. Belter & Co.,"American, born Germany 1804-1863 New York|1854–1865", | ,"Belter, John Henry|J. H. Belter & Co.",American| ,1804      |1854      ,1863      |1865      ,|,http://vocab.getty.edu/page/ulan/500001413|,https://www.wikidata.org/wiki/Q46973286|,1850–60,1850,1860,Rosewood,39 1/2 x 18 1/2 x 18 3/4 in. (100.3 x 47 x 47.6 cm),"Gift of Mrs. Charles Reginald Leonard, in memory of Edgar Welch  Leonard, Robert Jarvis Leonard, and Charles Reginald Leonard, 1957",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1736,https://www.wikidata.org/wiki/Q116371985,,"Metropolitan Museum of Art, New York, NY",,,
1595,68.69.12,False,False,True,1743,774,The American Wing,1968,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,ca. 1865,1862,1865,Walnut,41 1/4 x 19 x 20 in. (104.8 x 48.3 x 50.8 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1743,https://www.wikidata.org/wiki/Q116371981,,"Metropolitan Museum of Art, New York, NY",,,
1596,68.69.13,False,False,True,1744,774,The American Wing,1968,Side Chair,Side Chair,American,,,,,,,,,,,,,,,,,,ca. 1865,1862,1865,Walnut,41 1/4 x 19 x 20 in. (104.8 x 48.3 x 50.8 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1744,https://www.wikidata.org/wiki/Q116371982,,"Metropolitan Museum of Art, New York, NY",,,
1613,45.151.1,False,False,True,1763,774,The American Wing,1945,Armchair,Armchair,American,,,,,137,Maker,Possibly,Thomas Ash,active ca. 1774–1813, ,"Ash, Thomas",American,1771      ,1813      ,,http://vocab.getty.edu/page/ulan/500123412,,ca. 1820,1817,1820,"Maple, beech",33 1/2 x 20 3/4 x 16 3/4 in. (85.1 x 52.7 x 42.5 cm),"Rogers Fund, 1945",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1763,https://www.wikidata.org/wiki/Q116371972,,"Metropolitan Museum of Art, New York, NY",,,
1614,45.151.2,False,False,True,1764,774,The American Wing,1945,Side Chair,Side Chair,American,,,,,137,Maker,Possibly,Thomas Ash,active ca. 1774–1813, ,"Ash, Thomas",American,1771      ,1813      ,,http://vocab.getty.edu/page/ulan/500123412,,ca. 1820,1817,1820,"Maple, beech",33 1/2 x 20 3/4 x 16 3/4 in. (85.1 x 52.7 x 42.5 cm),"Rogers Fund, 1945",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1764,https://www.wikidata.org/wiki/Q116371973,,"Metropolitan Museum of Art, New York, NY",,,
1621,67.210.1,False,False,True,1771,774,The American Wing,1967,Side Chair,Side Chair,American,,,,,111,Maker, ,George Jakob Hunzinger,1835–1898, ,"Hunzinger, George Jakob",American,1835      ,1898      ,,http://vocab.getty.edu/page/ulan/500005428,https://www.wikidata.org/wiki/Q55720552,after 1869,1870,1879,Walnut,32 1/2 x 19 3/4 x 20 in. (82.6 x 50.2 x 50.8 cm),"Gift of Mrs. Florence Weyman, 1967",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1771,https://www.wikidata.org/wiki/Q116371965,,"Metropolitan Museum of Art, New York, NY",,,
1622,67.210.2,False,False,True,1772,774,The American Wing,1967,Side Chair,Side Chair,American,,,,,111,Maker, ,George Jakob Hunzinger,1835–1898, ,"Hunzinger, George Jakob",American,1835      ,1898      ,,http://vocab.getty.edu/page/ulan/500005428,https://www.wikidata.org/wiki/Q55720552,after 1869,1870,1879,Walnut,32 1/2 x 19 3/4 x 20 in. (82.6 x 50.2 x 50.8 cm),"Gift of Mrs. Florence Weyman, 1967",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1772,https://www.wikidata.org/wiki/Q116371966,,"Metropolitan Museum of Art, New York, NY",,,
1623,68.165.5,False,False,True,1773,736,The American Wing,1968,Side Chair,Side Chair,American,,,,,111,Maker, ,Léon Marcotte,1824–1887, ,"Marcotte, Léon",French,1824      ,1887      ,,http://vocab.getty.edu/page/ulan/500026799,https://www.wikidata.org/wiki/Q1717331,ca. 1860,1857,1860,"Ebonized maple, brass, gilded brass, reproduction upholstery",37 3/16 x 21 x 19 1/2 in. (94.5 x 53.3 x 49.5 cm),"Gift of Mrs. Douglas M. Moffat, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1773,https://www.wikidata.org/wiki/Q116371961,,"Metropolitan Museum of Art, New York, NY",,,
1624,68.165.6,False,False,True,1774,774,The American Wing,1968,Side Chair,Side Chair,American,,,,,111,Maker, ,Léon Marcotte,1824–1887, ,"Marcotte, Léon",French,1824      ,1887      ,,http://vocab.getty.edu/page/ulan/500026799,https://www.wikidata.org/wiki/Q1717331,1860–70,1860,1870,Maple,37 3/16 x 21 x 19 1/2 in. (94.5 x 53.3 x 49.5 cm),"Gift of Mrs. Douglas M. Moffat, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1774,https://www.wikidata.org/wiki/Q116371960,,"Metropolitan Museum of Art, New York, NY",,,
1625,68.198.1,False,False,True,1775,774,The American Wing,1968,Side Chair,Side Chair,American,,,,,111,Maker,Attributed to,Léon Marcotte,1824–1887, ,"Marcotte, Léon",French,1824      ,1887      ,,http://vocab.getty.edu/page/ulan/500026799,https://www.wikidata.org/wiki/Q1717331,1865–70,1865,1870,"Maple, brass, mother-of-pearl",35 3/4 x 21 x 17 1/2 in. (90.8 x 53.3 x 44.5 cm),"Gift of Ronald S. Kane, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1775,https://www.wikidata.org/wiki/Q116371959,,"Metropolitan Museum of Art, New York, NY",,,
